Pg_0,Pg_1,Pg_2,contingency_index,W_k,u_j_0,u_j_1,u_j_2,Z_k_0,Z_k_1,Z_k_2
0.0023414511436530795,0.10777453924145322,0.10777453924162078,0,0.0,0.0024238534855881193,0.10777441072901787,0.10777441072918448,8.270904519290757e-06,8.855309051712625e-06,8.855309051756435e-06
0.0023414511436530795,0.10777453924145322,0.10777453924162078,1,0.0,0.0024331636183096144,0.10777440695501506,0.1077744069551827,8.104236511650848e-06,8.631671976081674e-06,8.631671976454813e-06
0.0023414511436530795,0.10777453924145322,0.10777453924162078,2,0.0,0.0024471811418484723,0.10777441066017932,0.10777441066034735,8.30073239336259e-06,8.802073009854215e-06,8.802073009810057e-06
0.0023414511436530795,0.10777453924145322,0.10777453924162078,3,0.002946275041636063,0.0036069504575805033,0.10777453924145915,0.10777453934296678,1.8808343124443548e-08,0.4237137463633058,2.0859677937726538e-08
0.0023414511436530795,0.10777453924145322,0.10777453924162078,4,0.002946275041707949,0.003606947897723803,0.10777453934279925,0.10777453924162671,1.8806675555461472e-08,2.0859778446744048e-08,0.42371374636299547
0.0023414511436530795,0.10777453924145322,0.10777453924162078,5,0.0029496728316320254,0.0037761002325455047,0.1077745365864944,0.10777453192954238,2.267846421512065e-07,0.42381767825921735,2.574235176973469e-07
0.0023414511436530795,0.10777453924145322,0.10777453924162078,6,0.0029496728317178443,0.003776100234496518,0.10777453192937508,0.10777453658666288,2.2678467754817222e-07,2.5742364968875773e-07,0.42381767825995054
0.0023414511436530795,0.10777453924145322,0.10777453924162078,0,0.0,0.016212007323603,0.10081476169652132,0.10081476169649602,7.868847842977419e-07,1.0671548419066506e-06,1.0671548419066093e-06
0.0023414511436530795,0.10777453924145322,0.10777453924162078,1,0.0,0.016206482118950583,0.10081477242086928,0.10081477242084413,8.364294933728373e-07,1.167444544715754e-06,1.1674445446772203e-06
0.0023414511436530795,0.10777453924145322,0.10777453924162078,2,0.0,0.016256330272098773,0.10081475978929329,0.10081475978926789,7.666400249566096e-07,9.89721569227474e-07,9.897215692316729e-07
0.0023414511436530795,0.10777453924145322,0.10777453924162078,3,0.00016376581882597966,0.01691737756552923,0.1008146913376468,0.10081469101377719,3.552062400394101e-09,0.20183131409714808,5.131888713179656e-09
0.0023414511436530795,0.10777453924145322,0.10777453924162078,4,0.00016376581882048756,0.01691740298653281,0.10081469101380243,0.1008146913376215,3.552181504880678e-09,5.131069486632399e-09,0.20183131400796353
0.0023414511436530795,0.10777453924145322,0.10777453924162078,5,0.00016376543362617966,0.01705881259180459,0.10081469133708007,0.10081469094454214,3.917323444774273e-09,0.20183136466422577,5.925134154462029e-09
0.0023414511436530795,0.10777453924145322,0.10777453924162078,6,0.00016376543362106068,0.017058846292782162,0.10081469094456744,0.10081469133705477,3.9202820789540316e-09,5.928252188030358e-09,0.20183136446967737
0.0023414511436530795,0.10777453924145322,0.10777453924162078,0,0.0,0.017823632912964044,0.1000031398224241,0.10000313982187174,7.074281930525455e-07,9.690916710698422e-07,9.690916710711064e-07
0.0023414511436530795,0.10777453924145322,0.10777453924162078,1,0.0,0.01781495610999514,0.10000315022140402,0.10000315022085071,7.386465727896691e-07,1.0512780975183882e-06,1.0512780974641e-06
0.0023414511436530795,0.10777453924145322,0.10777453924162078,2,0.0,0.017870330498953448,0.10000313761562526,0.10000313761507212,6.861822771737566e-07,8.917751525895233e-07,8.91775152586288e-07
0.0023414511436530795,0.10777453924145322,0.10777453924162078,3,6.125158674314302e-07,0.01847036935118021,0.10000307141856993,0.10000307412301164,2.243207783530811e-08,0.2001076542628701,3.3019471762604496e-08
0.0023414511436530795,0.10777453924145322,0.10777453924162078,4,6.125157632176084e-07,0.018470368461019265,0.10000307412356456,0.10000307141801681,2.2432077073334448e-08,3.3019848871234225e-08,0.20010765421984228
0.0023414511436530795,0.10777453924145322,0.10777453924162078,5,6.178960209809009e-07,0.018609252375635165,0.10000307147085474,0.10000307428827777,2.4480334486718693e-08,0.20007839098620134,3.7766089999354e-08
0.0023414511436530795,0.10777453924145322,0.10777453924162078,6,6.178959284044883e-07,0.01860925184976819,0.10000307428882961,0.10000307147030116,2.4480226468347632e-08,3.776598489619028e-08,0.20007839095116517
0.0023241914209395148,0.1178732981352381,0.11787329813447517,0,0.0,0.0024181277824963333,0.11787318996343459,0.11787318996267228,6.5505518658832536e-06,7.101007322164853e-06,7.1010073221710985e-06
0.0023241914209395148,0.1178732981352381,0.11787329813447517,1,0.0,0.002429448722394503,0.11787315620665716,0.11787315620589399,8.174631823116761e-06,8.814942019252387e-06,8.814942019158704e-06
0.0023241914209395148,0.1178732981352381,0.11787329813447517,2,0.0,0.002439859217397556,0.11787319214035377,0.1178731921395915,6.343283516500779e-06,6.8083121423814e-06,6.808312142366057e-06
0.0023241914209395148,0.1178732981352381,0.11787329813447517,3,0.007422292660739182,0.003813463920463227,0.11787329813504013,0.11787329802647667,1.1066214098492324e-08,0.462718392124994,1.2667002870540076e-08
0.0023241914209395148,0.1178732981352381,0.11787329813447517,4,0.007422292660385932,0.0038134680930733125,0.1178732980272396,0.1178732981342772,1.1066431747981166e-08,1.2666976798381796e-08,0.4627183921217987
0.0023241914209395148,0.1178732981352381,0.11787329813447517,5,0.0074266949447999815,0.003982502594029561,0.11787329798646541,0.11787329750314635,9.43345708233461e-08,0.4628237565632556,1.1174639157780825e-07
0.0023241914209395148,0.1178732981352381,0.11787329813447517,6,0.0074266949440877856,0.0039825026727824345,0.11787329750389271,0.11787329798568803,9.433660992834282e-08,1.1174869226800249e-07,0.46282375656156133
0.0023241914209395148,0.1178732981352381,0.11787329813447517,0,3.1027793104623075e-07,0.03484418092099018,0.10153308513743829,0.10153308513770071,4.108642561109202e-07,5.690084834360264e-07,5.690084834377037e-07
0.0023241914209395148,0.1178732981352381,0.11787329813447517,1,0.0,0.03478773635891872,0.10153320830118082,0.10153320830144326,3.2659064831836584e-07,5.639685704575577e-07,5.639685702806999e-07
0.0023241914209395148,0.1178732981352381,0.11787329813447517,2,4.015352074855938e-06,0.034908595030511434,0.1015331371497676,0.10153313714994595,1.3006104559958552e-06,1.6633788063260471e-06,1.663378806274307e-06
0.0023241914209395148,0.1178732981352381,0.11787329813447517,3,0.00037703369095762747,0.035862315215306174,0.10153313754081515,0.10153313563937316,9.717088974470995e-09,0.39956235121686723,1.7487907918395964e-08
0.0023241914209395148,0.1178732981352381,0.11787329813447517,4,0.0003770336910648574,0.035862314665574345,0.10153313563911101,0.10153313754107772,9.716970544781248e-09,1.7487894693598832e-08,0.39956235121814104
0.0023241914209395148,0.1178732981352381,0.11787329813447517,5,0.0003797987945595762,0.03600149094146054,0.10153313823883482,0.10153313569869883,1.1816965586825646e-08,0.3996508086531429,2.2643406957732457e-08
0.0023241914209395148,0.1178732981352381,0.11787329813447517,6,0.00037979880007276833,0.03600149033263819,0.10153313569854121,0.10153313823931764,1.1817998904690607e-08,2.2645363481759765e-08,0.39965080855103535
