Pg_0,Pg_1,Pg_2,contingency_index,W_k,u_j_0,u_j_1,u_j_2,Z_k_0,Z_k_1,Z_k_2
310.957925946624,0.0,211.7484816583745,4,1.5934821704110743e-09,0.01001806496567143,0.09999958075796847,0.09999958025409932,1.0717498562748129e-08,1.3661901608680568e-08,0.0006630133339517319
310.957925946624,0.0,211.7484816583745,5,1.8147263645520302e-09,0.010092922857779732,0.09999958023675024,0.09999958075853763,1.0847444082297306e-08,0.0006384705663831092,1.4073930724724578e-08
310.957925946624,0.0,211.7484816583745,6,1.8147263550311653e-09,0.010092922857256536,0.09999958075851559,0.09999958023677226,1.0847444055577551e-08,1.4073931208184158e-08,0.0006384705947650693
0.0,925.6870082168439,65.88793592552591,0,0.0,0.002412862093074887,0.10032496969738566,0.10032496969766379,8.321874710967578e-06,8.8095728989083e-06,8.80957289890124e-06
0.0,925.6870082168439,65.88793592552591,1,1.420320116754899e-06,0.0024106857510351226,0.1003251180211726,0.10032511802132564,1.2470192739828574e-05,1.3158330215829175e-05,1.315833021565899e-05
0.0,925.6870082168439,65.88793592552591,2,0.0,0.0024312906636144082,0.10032498543022622,0.10032498543050612,7.995172025335893e-06,8.41911773797943e-06,8.419117737985668e-06
0.0,925.6870082168439,65.88793592552591,3,6.519040811449824e-05,0.003091089350236077,0.10032508727419032,0.100325086151899,8.009685323792409e-08,0.2008505338200683,8.668147424946328e-08
0.0,925.6870082168439,65.88793592552591,4,6.519040817102637e-05,0.00309108924143012,0.10032508615161949,0.10032508727446987,8.009697597282258e-08,8.668160891096187e-08,0.20085053382055695
0.0,925.6870082168439,65.88793592552591,5,6.519044144554706e-05,0.0031786606649245623,0.1003250872743879,0.1003250860985797,8.054779188227863e-08,0.20085052436871906,8.796987776526144e-08
0.0,925.6870082168439,65.88793592552591,6,6.51904415013101e-05,0.0031786613705124837,0.10032508609830013,0.10032508727466745,8.054805241118347e-08,8.79694893056208e-08,0.2008505243676913
0.0,925.6870082168439,65.88793592552591,0,1.0886259745900492e-07,0.0031493290094608455,0.0999528024172066,0.09995280241720605,6.778601184341719e-06,7.3023022180911456e-06,7.302302218093479e-06
0.0,925.6870082168439,65.88793592552591,1,0.0,0.0031482312870552316,0.09995281394855152,0.09995281394852076,6.966509196313876e-06,7.48240602212272e-06,7.482406021992669e-06
0.0,925.6870082168439,65.88793592552591,2,4.509279017259384e-08,0.0031685318614542205,0.09995280605939938,0.09995280605939748,6.671857275884008e-06,7.137169352274524e-06,7.137169352274802e-06
0.0,925.6870082168439,65.88793592552591,3,8.185363771515244e-09,0.0038144396911046086,0.09995271147047176,0.0999527117411953,1.3198754497320284e-07,1.1166411085405643e-05,1.455231236548735e-07
0.0,925.6870082168439,65.88793592552591,4,8.18536456613555e-09,0.003814439698716256,0.09995271174119823,0.09995271147046793,1.3198754095915978e-07,1.4552311927010688e-07,1.1166410791563905e-05
0.0,925.6870082168439,65.88793592552591,5,7.68568084921927e-09,0.003901319323093907,0.09995271174608825,0.09995271040445776,1.3289453083308786e-07,1.1487016258108999e-05,1.4804140004189832e-07
0.0,925.6870082168439,65.88793592552591,6,7.68568105218068e-09,0.003901319323406621,0.09995271040445984,0.09995271174608636,1.3289453098186237e-07,1.480414002717432e-07,1.1487016295608316e-05
0.0,0.0,0.0,0,0.0,0.0024202815375164327,0.11748450254418424,0.11748450254392227,6.507163899226488e-06,7.033445209303291e-06,7.0334452092890486e-06
0.0,0.0,0.0,1,0.0,0.002423648217968916,0.11748446777159433,0.11748446777133202,8.166745654753018e-06,8.792103727516187e-06,8.792103727366194e-06
0.0,0.0,0.0,2,0.0,0.002434238745938258,0.1174845040025909,0.11748450400232853,6.3718712007902915e-06,6.843252975398135e-06,6.843252975395715e-06
0.0,0.0,0.0,3,0.007243512315533088,0.0038286891048325174,0.11748461001225796,0.1174846099009496,1.200379769383165e-08,0.46123840535178007,1.3776764322440332e-08
0.0,0.0,0.0,4,0.007243512315411655,0.0038286857612725763,0.11748460990121204,0.11748461001199556,1.2004011813919827e-08,1.3777183850711673e-08,0.4612384053496223
0.0,0.0,0.0,5,0.007246354979685153,0.003939193726371638,0.117484610905739,0.11748460955141848,5.593368825326002e-07,0.4613061637359379,6.557584608394406e-07
0.0,0.0,0.0,6,0.007246354979577012,0.003939193754144747,0.11748460955170095,0.11748461090547675,5.5933690190755e-07,6.557586731542528e-07,0.46130616373495775
0.0,0.0,0.0,0,3.797480547630844e-07,0.034182876216591856,0.10148171610437118,0.1014817161043054,4.407195580398445e-07,6.03655628173383e-07,6.036556281733359e-07
0.0,0.0,0.0,1,0.0,0.03411461521552198,0.10148183975272923,0.10148183975266407,3.3114350124170184e-07,5.6623048011621e-07,5.662304800644946e-07
0.0,0.0,0.0,2,1.3172307391116024e-06,0.03422392947009415,0.10148172360648273,0.10148172360642528,7.015598528725274e-07,9.13161613873889e-07,9.131616138780538e-07
0.0,0.0,0.0,3,0.0003568988315322293,0.035213277754589926,0.10148176839576167,0.1014817664792333,9.89642347226053e-09,0.39938561893166735,1.784042522829103e-08
0.0,0.0,0.0,4,0.0003568988315002791,0.035213277842571694,0.10148176647929785,0.10148176839569609,9.896462039657867e-09,1.7840477639246735e-08,0.3993856189314586
0.0,0.0,0.0,5,0.0003587446340122255,0.03530300203848277,0.10148176813544126,0.1014817659423631,1.1116634384701275e-08,0.39943743698709133,2.085853771207679e-08
0.0,0.0,0.0,6,0.0003587446339865113,0.035303001761274655,0.10148176594242823,0.10148176813537611,1.1116677515352955e-08,2.0858748804221597e-08,0.39943743698709455
0.0,0.0,0.0,0,3.016170944984091e-07,0.035973787599092276,0.10058356675365397,0.10058356675365729,3.907198177409909e-07,5.200119351440744e-07,5.200119351466217e-07
0.0,0.0,0.0,1,0.0,0.03589791485569771,0.1005836886817218,0.10058368868172379,3.1453409835575737e-07,5.403882833509964e-07,5.403882834628372e-07
0.0,0.0,0.0,2,3.197335170500661e-07,0.036016408182819,0.10058356675716898,0.10058356675716125,3.9510910270288024e-07,4.981498872856979e-07,4.981498872819889e-07
0.0,0.0,0.0,3,0.00011718542634951956,0.03661010354464853,0.10058361943548196,0.100583619234275,2.348440269039016e-09,0.20136848631722043,4.252200922978886e-09
0.0,0.0,0.0,4,0.00011718542634900517,0.03661010613082233,0.10058361923427415,0.10058361943548277,2.3465575129554205e-09,4.251542165956377e-09,0.20136848629514081
0.0,0.0,0.0,5,0.00011718851227887134,0.03668635038797478,0.10058361943769452,0.1005836196027913,3.0570421513817927e-09,0.20136851477585324,5.761693160009649e-09
0.0,0.0,0.0,6,0.00011718851227626008,0.03668637518095299,0.10058361960279055,0.10058361943769531,3.0579030716859767e-09,5.762587833785047e-09,0.20136851473101067
0.0,0.0,0.0,0,2.9101943370871456e-07,0.03713825969067546,0.0999998088692935,0.09999980886921166,3.7179404514271206e-07,4.840320639040542e-07,4.840320639076665e-07
0.0,0.0,0.0,1,0.0,0.03705725648537628,0.09999992935799663,0.09999992935791599,3.041690551935984e-07,5.237251259138939e-07,5.237251258007774e-07
0.0,0.0,0.0,2,3.080794180828338e-07,0.037181845944622274,0.09999980883493909,0.09999980883486255,3.7595491016181135e-07,4.62629184392621e-07,4.6262918439471625e-07
0.0,0.0,0.0,3,9.841089068685557e-10,0.037743885857988164,0.09999986112641998,0.09999986149998273,2.5602381442811963e-09,0.003385823302253779,4.64347195464909e-09
0.0,0.0,0.0,4,9.841080703370313e-10,0.03774388581003642,0.09999986150006518,0.09999986112633777,2.560240321879544e-09,4.6434711220876375e-09,0.0033858208597319474
0.0,0.0,0.0,5,8.195383295447796e-10,0.03782284014235594,0.09999986114540285,0.09999986156697822,2.7889433146596963e-09,0.003577931457812407,5.2598529404950015e-09
0.0,0.0,0.0,6,8.195381433271013e-10,0.03782284015129406,0.09999986156706042,0.09999986114532057,2.7889447452569223e-09,5.259854993166732e-09,0.0035779286093521345
998.4285388518626,0.0,795.650618166485,0,0.0,0.0024195505158693736,0.10786777317723878,0.10786777317723821,7.825723854282992e-06,8.387188732088139e-06,8.387188732091061e-06
998.4285388518626,0.0,795.650618166485,1,0.0,0.0024279255479436905,0.10786776048825479,0.10786776048825415,8.397731214553565e-06,8.945942526369074e-06,8.945942526356887e-06
998.4285388518626,0.0,795.650618166485,2,0.0,0.002431969567547004,0.1078677699677472,0.1078677699677466,8.174474550730468e-06,8.648836901200804e-06,8.648836901203014e-06
998.4285388518626,0.0,795.650618166485,3,0.0029860395543819525,0.0035462014119271787,0.10786789682084567,0.10786789702243163,5.414101445390553e-08,0.4240931403931236,5.976325345239395e-08
998.4285388518626,0.0,795.650618166485,4,0.002986039554385458,0.0035462013847128706,0.10786789702243331,0.10786789682084678,5.414118018207497e-08,5.976337412508311e-08,0.42409314039313956
998.4285388518626,0.0,795.650618166485,5,0.002988908616272568,0.003772745253741284,0.10786789441294287,0.10786788945881351,2.3835235572555445e-07,0.42416946877316947,2.708524021952994e-07
998.4285388518626,0.0,795.650618166485,6,0.002988908616237869,0.0037727452602395162,0.10786788945881225,0.10786789441294009,2.3835242061314627e-07,2.708525107474955e-07,0.4241694687732801
998.4285388518626,0.0,795.650618166485,0,0.0,0.016376831186782806,0.10082139269829712,0.10082139269838672,7.767316776264947e-07,1.0620008687727305e-06,1.0620008687732205e-06
998.4285388518626,0.0,795.650618166485,1,0.0,0.016374415000045297,0.10082140175439555,0.10082140175448503,8.207074166844883e-07,1.1488142795218817e-06,1.1488142795509243e-06
998.4285388518626,0.0,795.650618166485,2,0.0,0.016416969570699227,0.10082139010423491,0.10082139010432446,7.527339150200681e-07,9.636711372979834e-07,9.636711373032776e-07
998.4285388518626,0.0,795.650618166485,3,0.00016510447538934178,0.017055467396316314,0.10082132158567333,0.10082132131508821,3.3269548675297603e-09,0.20184457437959857,4.777094434644982e-09
998.4285388518626,0.0,795.650618166485,4,0.0001651044754072302,0.01705543670710916,0.10082132131499859,0.1008213215857629,3.329799555466798e-09,4.7795025091588455e-09,0.20184457454425245
998.4285388518626,0.0,795.650618166485,5,0.00016510358795648967,0.017229542805654145,0.10082132158500301,0.10082132118313793,3.910648244610236e-09,0.20184465959505268,5.940468227842644e-09
998.4285388518626,0.0,795.650618166485,6,0.00016510358797468212,0.01722951648781927,0.10082132118304839,0.10082132158509258,3.910752613411117e-09,5.942024181074938e-09,0.20184465973908228
998.4285388518626,0.0,795.650618166485,0,0.0,0.018001223188036042,0.10000319722616512,0.10000319722679893,7.023311701904989e-07,9.70348916471132e-07,9.703489164972266e-07
998.4285388518626,0.0,795.650618166485,1,0.0,0.017996080381093245,0.10000320536202897,0.10000320536266245,7.240523166365646e-07,1.0334601992864732e-06,1.0334601992894492e-06
998.4285388518626,0.0,795.650618166485,2,0.0,0.018044495249115354,0.10000319416672498,0.10000319416735647,6.763080890572701e-07,8.708229120600684e-07,8.708229119654316e-07
998.4285388518626,0.0,795.650618166485,3,6.237427225580326e-07,0.018617972063956826,0.10000312754325495,0.10000313018839681,2.201426132435231e-08,0.20012822580798798,3.218905492352914e-08
998.4285388518626,0.0,795.650618166485,4,6.237428676712436e-07,0.01861796894181182,0.10000313018776098,0.10000312754388933,2.2014419473353188e-08,3.218975776247687e-08,0.20012822589296092
998.4285388518626,0.0,795.650618166485,5,6.280388434668263e-07,0.018792007886167493,0.10000312766556121,0.10000313061037192,2.492980702602029e-08,0.20007785033393696,3.861282514364451e-08
998.4285388518626,0.0,795.650618166485,6,6.280389561895571e-07,0.01879200830760088,0.10000313060973942,0.10000312766619494,2.4929920542948182e-08,3.8612794646003994e-08,0.20007785036137554
57.36517567201809,929.6562873176504,567.7097545002567,0,0.0,0.0024166728159358093,0.11117171960280915,0.11117171960306597,7.4635088802646815e-06,7.993506253420081e-06,7.993506253506851e-06
57.36517567201809,929.6562873176504,567.7097545002567,1,0.0,0.00242428018133634,0.11117172165625783,0.11117171976412762,6.95084128456546e-06,7.421202335866012e-06,7.421132383212299e-06
57.36517567201809,929.6562873176504,567.7097545002567,2,0.0,0.002434621297633693,0.11117171813150106,0.11117171813175934,7.510005056845584e-06,7.999427565758285e-06,7.999427565761399e-06
57.36517567201809,929.6562873176504,567.7097545002567,3,0.0044083989558469806,0.0036822080463489253,0.1111718387417412,0.11117183886587581,1.7723878858305346e-08,0.4368643336581114,1.9872788582734965e-08
57.36517567201809,929.6562873176504,567.7097545002567,4,0.004408398955959311,0.0036822087263235497,0.11117183886561753,0.11117183874199946,1.772417927691724e-08,1.9873480540781984e-08,0.43686433366032085
57.36517567201809,929.6562873176504,567.7097545002567,5,0.00441139619078739,0.0037744190438016977,0.11117183874178126,0.11117183888715548,1.7395145638409356e-08,0.4369407866473021,1.9790146619478483e-08
57.36517567201809,929.6562873176504,567.7097545002567,6,0.004411396190900331,0.0037744208116548654,0.1111718388868972,0.11117183874203951,1.739485573425512e-08,1.9790478564035518e-08,0.43694078664814046
57.36517567201809,929.6562873176504,567.7097545002567,0,1.0962832593405923e-08,0.024152640903456955,0.10021288228933482,0.10021288228939153,4.713111480206901e-07,6.558319301986032e-07,6.558319301985702e-07
57.36517567201809,929.6562873176504,567.7097545002567,1,0.0,0.024124138174188754,0.10021289968246416,0.10021289968252084,5.05270957955312e-07,7.761529771455067e-07,7.761529771377302e-07
57.36517567201809,929.6562873176504,567.7097545002567,2,1.395308180354167e-08,0.024188643202488747,0.10021288085245915,0.10021288085251587,4.6028332282704813e-07,6.175960293868617e-07,6.175960293872271e-07
57.36517567201809,929.6562873176504,567.7097545002567,3,4.264261852767581e-05,0.024800950809613226,0.1002128243864399,0.10021282816587786,2.169552108379708e-08,0.20062429170525473,3.48524075495754e-08
57.36517567201809,929.6562873176504,567.7097545002567,4,4.2642618536331375e-05,0.024800950627408884,0.10021282816582261,0.1002128243864966,2.169577327626878e-08,3.485266586221673e-08,0.2006242917059177
57.36517567201809,929.6562873176504,567.7097545002567,5,4.2643409835234094e-05,0.024877572795849557,0.10021282436281223,0.10021282773251647,1.875284870868163e-08,0.20062453180362105,3.107292869944558e-08
57.36517567201809,929.6562873176504,567.7097545002567,6,4.2643409846436396e-05,0.02487757375249248,0.1002128277324594,0.10021282436286892,1.8753089202952536e-08,3.1073170813341144e-08,0.20062453180228046
57.36517567201809,929.6562873176504,567.7097545002567,0,2.0910841020190003e-08,0.02457651942238477,0.0999998600669578,0.09999986006695817,4.5222331670618304e-07,6.286638734365885e-07,6.286638734365716e-07
57.36517567201809,929.6562873176504,567.7097545002567,1,0.0,0.024546673263623125,0.09999987894447959,0.0999998789444801,4.931771280924788e-07,7.600253418477599e-07,7.600253416860012e-07
57.36517567201809,929.6562873176504,567.7097545002567,2,2.4824426820146085e-08,0.02461287039624139,0.09999985831919116,0.09999985831919155,4.394561562097823e-07,5.888052485226206e-07,5.888052485226883e-07
57.36517567201809,929.6562873176504,567.7097545002567,3,8.333084622498644e-10,0.02521608350198857,0.09999980437696206,0.09999980483735998,4.1468816248598985e-09,0.002119281627210219,6.682316838899467e-09
57.36517567201809,929.6562873176504,567.7097545002567,4,8.33308695685132e-10,0.02521608351261014,0.09999980483735953,0.0999998043769624,4.1468833707707044e-09,6.6823192099926e-09,0.00211928152063394
57.36517567201809,929.6562873176504,567.7097545002567,5,9.081077328805108e-10,0.025292679237270254,0.09999980437192327,0.099999804872485,4.39602261057154e-09,0.002181810787470866,7.306690944271324e-09
57.36517567201809,929.6562873176504,567.7097545002567,6,9.08107773230506e-10,0.02529267926555852,0.09999980487248464,0.09999980437192364,4.396024048261561e-09,7.306691252707801e-09,0.0021818109046229626
798.9141794760806,1001.5273050442066,0.0,0,0.0,0.00242266369614597,0.10438862642723577,0.10438862642629018,8.573236336814555e-06,9.107700566427755e-06,9.107700566411856e-06
798.9141794760806,1001.5273050442066,0.0,1,0.0,0.0024256416177447335,0.10438862267181953,0.10438862267087268,8.099125265416109e-06,8.58533795606348e-06,8.585337956351826e-06
798.9141794760806,1001.5273050442066,0.0,2,0.0,0.0024462175466987215,0.10438862673723684,0.10438862673628962,8.490025486108934e-06,8.997807853779886e-06,8.997807853769884e-06
798.9141794760806,1001.5273050442066,0.0,3,0.0015340138395747874,0.003620174037799425,0.10438875365159839,0.10438875286178305,4.640742961239639e-08,0.41063544597531143,5.133747972203617e-08
798.9141794760806,1001.5273050442066,0.0,4,0.0015340138391868926,0.003620173686091234,0.10438875286273014,0.10438875365065124,4.6406127996910196e-08,5.133729776881744e-08,0.4106354459717682
798.9141794760806,1001.5273050442066,0.0,5,0.0015365592895006284,0.0036561557916917004,0.10438875372416287,0.10438875486879196,6.679797863567591e-08,0.41070478817529144,7.435084202348804e-08
798.9141794760806,1001.5273050442066,0.0,6,0.0015365592891378225,0.003656154301740055,0.10438875486973888,0.10438875372321618,6.679688784680633e-08,7.435159621028265e-08,0.41070478817285844
798.9141794760806,1001.5273050442066,0.0,0,0.0,0.009839288606507736,0.10064508991892643,0.10064508991888282,1.6458276153214468e-06,2.0223880833249663e-06,2.0223880833146274e-06
798.9141794760806,1001.5273050442066,0.0,1,0.0,0.009832446961917507,0.10064509085255448,0.10064509085251139,1.5590814898448064e-06,1.941169099754702e-06,1.9411690997017714e-06
798.9141794760806,1001.5273050442066,0.0,2,0.0,0.0098660476437488,0.10064508912069106,0.10064508912064775,1.6295078163962416e-06,1.9831480099155606e-06,1.9831480098952017e-06
