contingency_index,W_k,Pg_0,Pg_1,Pg_2,u_j_0,u_j_1,u_j_2,Z_k_0,Z_k_1,Z_k_2,R_0,R_1,R_2,R_3,R_4,R_5,R_6,X_0,X_1,X_2,X_3,X_4,X_5,X_6,B_0,B_1,B_2,B_3,B_4,B_5,B_6,active_0,active_1,active_2,active_3,active_4,active_5,active_6
5,0.0067779196861578106,0.0043674250403936575,0.11646309540633082,0.11767340601481432,0.005887064123552475,0.1164630954290721,0.11767340645489949,4.845059941379515e-08,0.4573844740452895,6.144510105378559e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.007334350412730562,0.0043674250403936575,0.11646309540633082,0.11767340601481432,0.005907770567339315,0.11646309619397927,0.11767340690486751,3.7222994254197164e-07,4.697563582651727e-07,0.4620542780243133,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,2.9998432786632904e-07,0.03521453897974795,0.10137509797149885,0.10153534625233476,0.035372833488220984,0.10137506806847395,0.10153529393890762,3.952315605847481e-07,5.364394425279035e-07,5.374813572491405e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.03521453897974795,0.10137509797149885,0.10153534625233476,0.03530978580350654,0.10137516864336103,0.10153541500190577,3.218329482105735e-07,5.559684145343345e-07,5.568451473099975e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,9.991175710329811e-07,0.03521453897974795,0.10137509797149885,0.10153534625233476,0.03542987739348584,0.10137512712420742,0.10153529818381386,5.895471709794098e-07,7.560213312014319e-07,7.576684275411693e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.0003139348094918891,0.03521453897974795,0.10137509797149885,0.10153534625233476,0.03640569907380229,0.10137509727664624,0.10153534392415567,8.224428117508799e-09,0.3989495373677203,1.4949442287928752e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.00037791303435755224,0.03521453897974795,0.10137509797149885,0.10153534625233476,0.03640807893325028,0.10137509490279024,0.10153534520160054,1.0067940422428854e-08,1.827156194240667e-08,0.3995708357053189,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.0003167069112483923,0.03521453897974795,0.10137509797149885,0.10153534625233476,0.036502508113571065,0.10137509710898115,0.10153534355332236,9.086572966329026e-09,0.3990390179376046,1.733999811578838e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.0003806964441425957,0.03521453897974795,0.10137509797149885,0.10153534625233476,0.03650457461375117,0.10137510247659971,0.10153534451541586,1.3039709468840245e-08,2.484157804838377e-08,0.3996603437448145,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,2.864112809896395e-07,0.03679865167109241,0.10058135046129223,0.10058275520678794,0.0371142913131462,0.1005812984874661,0.10058270306026988,3.708884277707196e-07,4.882683443314359e-07,4.882772009522985e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.03679865167109241,0.10058135046129223,0.10058275520678794,0.03704366906675221,0.10058141934846593,0.10058282408245758,3.0580978941544683e-07,5.306695320396264e-07,5.306759561226498e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,3.2380082773119273e-07,0.03679865167109241,0.10058135046129223,0.10058275520678794,0.03717307742012683,0.10058129821547042,0.10058270276664721,3.8222977860140434e-07,4.739379800573431e-07,4.7394780867079765e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.00011673060561224352,0.03679865167109241,0.10058135046129223,0.10058275520678794,0.03774795530978043,0.10058135040739324,0.10058275545274388,3.2205207692385425e-09,0.2013639747091503,5.871883961339243e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.00011701348017023334,0.03679865167109241,0.10058135046129223,0.10058275520678794,0.03774806990456266,0.10058135070933129,0.10058275515216165,3.234662493277156e-09,5.898150198852606e-09,0.20136678918456963,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.00011673135585871355,0.03679865167109241,0.10058135046129223,0.10058275520678794,0.03783803612242451,0.1005813504614918,0.10058275537982793,2.928316866609927e-09,0.2013639686823269,5.602056618603168e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.00011701418015197883,0.03679865167109241,0.10058135046129223,0.10058275520678794,0.03783812590671217,0.10058135063615518,0.10058275520651096,2.926312315882492e-09,5.598289475137672e-09,0.20136678253036863,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,2.7624681878655093e-07,0.037953633102336085,0.10000149871440704,0.10000150814655935,0.03827259572344626,0.10000144705641699,0.10000145648948514,3.5354158611743557e-07,4.5417806933231214e-07,4.5417811712213517e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.037953633102336085,0.10000149871440704,0.10000150814655935,0.038196749991037934,0.10000156659017116,0.10000157603062168,2.95818831446998e-07,5.141565333672107e-07,5.141559586370649e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,3.118421406445813e-07,0.037953633102336085,0.10000149871440704,0.10000150814655935,0.0383324473502495,0.1000014467202168,0.10000145615181481,3.6425895080792963e-07,4.3969410490951624e-07,4.396941693823967e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,3.0053680830097037e-07,0.037953633102336085,0.10000149871440704,0.10000150814655935,0.03887863317334807,0.10000149871487507,0.1000015084230502,1.5133289239240223e-09,0.20016375324359972,2.759678327124487e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,3.024275910653963e-07,0.037953633102336085,0.10000149871440704,0.10000150814655935,0.03887867607907603,0.10000149899072507,0.10000150814711325,1.5117587853758639e-09,2.758425895536565e-09,0.2001640597479269,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,3.0052233495577264e-07,0.037953633102336085,0.10000149871440704,0.10000150814655935,0.03896802152203145,0.10000149871384982,0.10000150844681403,1.5818236131464678e-09,0.20016193813319544,3.031881026243109e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,3.0241524117145823e-07,0.037953633102336085,0.10000149871440704,0.10000150814655935,0.038968000956743035,0.10000149901491374,0.10000150814591886,1.590411618073464e-09,3.04072947583464e-09,0.20016218122294402,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.003978009085860143,0.1148824094286345,0.1159701872062975,0.0039932879179988365,0.11488228292417489,0.11597010660659374,4.568773884083346e-06,5.178723652149784e-06,5.190334769390216e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.003978009085860143,0.1148824094286345,0.1159701872062975,0.003997301675243724,0.11488228489028084,0.11597010359084538,3.992808538677826e-06,4.499951840611174e-06,4.510106138510828e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.003978009085860143,0.1148824094286345,0.1159701872062975,0.004005039055699697,0.1148822829814922,0.115970107744275,4.597268399307128e-06,5.135687181484863e-06,5.1476887672235365e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.006056405133177185,0.003978009085860143,0.1148824094286345,0.1159701872062975,0.005314950479654518,0.11488240942814364,0.11597018710099845,7.065290207946589e-09,0.45120115820174633,8.459085895147483e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.006549494743864168,0.003978009085860143,0.1148824094286345,0.1159701872062975,0.005331898415772332,0.11488240931954716,0.11597018720586291,7.449353771997466e-09,8.894401151181867e-09,0.45539855061628365,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.006058900247889254,0.003978009085860143,0.1148824094286345,0.1159701872062975,0.005468140477659178,0.11488240942864297,0.1159701873663742,1.4125905007187402e-08,0.4512625632369034,1.74759588356479e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.0065520576621472554,0.003978009085860143,0.1148824094286345,0.1159701872062975,0.005484781672939929,0.11488240930654939,0.11597018720629737,1.0835197020988483e-08,1.3360548769074967e-08,0.4554609861607089,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,6.768765424739116e-07,0.03221587960679184,0.10106709162947637,0.10120188037298394,0.03235790328757188,0.1010671437546944,0.10120188564828203,5.584937910819413e-07,7.804524057014291e-07,7.815619444156882e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.03221587960679184,0.10106709162947637,0.10120188037298394,0.03230191037767056,0.1010671617569726,0.10120194923664788,3.493055533441237e-07,5.869176753523978e-07,5.876177064864077e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,3.9531507663961517e-07,0.03221587960679184,0.10106709162947637,0.10120188037298394,0.03240395271898227,0.10106714448067375,0.10120190616548062,4.625471935340144e-07,6.027077723061842e-07,6.03695485179258e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.00021477168208192815,0.03221587960679184,0.10106709162947637,0.10120188037298394,0.033231291085118346,0.10106709162947615,0.10120188036624818,1.2256742773869833e-10,0.2023365809374014,1.6888090242806409e-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.00024547949883720304,0.03221587960679184,0.10106709162947637,0.10120188037298394,0.0333640042467263,0.10106709164955038,0.10120188037299067,2.0773838246282604e-10,3.642519745360849e-10,0.3541049706663349,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.00021477168465969148,0.03221587960679184,0.10106709162947637,0.10120188037298394,0.033373070082132174,0.10106709162947615,0.10120188036338526,1.191403529665965e-10,0.20233663887463563,1.9730474929821634e-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.0002470734767828482,0.03221587960679184,0.10106709162947637,0.10120188037298394,0.03349154150725628,0.10106709165394522,0.10120188037229967,2.2433470160855748e-10,4.0325390351114505e-10,0.3983507155875041,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,3.087008622023179e-07,0.033808595733692486,0.10000548312769955,0.10050857135209282,0.03410688810601795,0.1000055119000253,0.10050851987779667,4.0769318479262535e-07,5.558756603751022e-07,5.59038385568785e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.033808595733692486,0.10000548312769955,0.10050857135209282,0.03404387870667338,0.10000555337340307,0.10050863575183691,3.3278940792706954e-07,5.615628395170587e-07,5.64158192289016e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,3.1905632562236086e-07,0.033808595733692486,0.10000548312769955,0.10050857135209282,0.03415497120133932,0.10000551266100692,0.10050852011609523,4.081288884155631e-07,5.165442326372668e-07,5.19937314687255e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,1.0839817527232122e-06,0.033808595733692486,0.10000548312769955,0.10050857135209282,0.03470848063450924,0.10000548243417712,0.10050857549896312,1.7834737843650066e-08,0.20013946885789935,3.158399448433351e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.00010241376584980726,0.033808595733692486,0.10000548312769955,0.10050857135209282,0.03473527926139865,0.10000548198291975,0.1005085720549527,1.0781811886283698e-07,1.9009778581301002e-07,0.20121920829134196,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,1.0778319260056504e-06,0.033808595733692486,0.10000548312769955,0.10050857135209282,0.034817599607981774,0.10000548183336123,0.10050857653719825,2.0250685839190295e-08,0.2001201818968738,3.7727593839509685e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.00010208247683476777,0.033808595733692486,0.10000548312769955,0.10050857135209282,0.03484133573438563,0.1000054816897307,0.10050857135202353,9.91479098895822e-09,1.837348161599324e-08,0.2012182592121453,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,3.098993848786241e-07,0.03431565094021753,0.10000507263903036,0.09999824816235171,0.034616076620544806,0.10000501941425083,0.09999819584050224,4.124156479756567e-07,5.596775839300738e-07,5.596340251162123e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.03431565094021753,0.10000507263903036,0.09999824816235171,0.03455099163832957,0.10000514084284332,0.0999983164829032,3.2612324472603416e-07,5.523936727084851e-07,5.523579979243259e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,3.182750639271036e-07,0.03431565094021753,0.10000507263903036,0.09999824816235171,0.034664741668180225,0.10000501972182069,0.09999819617956204,4.1174762872751865e-07,5.182292953639184e-07,5.181823806155915e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,1.0025790383115973e-06,0.03431565094021753,0.10000507263903036,0.09999824816235171,0.03521540797178951,0.10000507199985711,0.09999825216609044,1.6970957783448338e-08,0.20013702537746791,3.001578467106678e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,1.2089427687950618e-09,0.03431565094021753,0.10000507263903036,0.09999824816235171,0.035216536049530366,0.10000507308053813,0.09999824815762046,2.652410929675564e-09,4.690415444777122e-09,6.507611297663751e-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,9.96855582181116e-07,0.03431565094021753,0.10000507263903036,0.09999824816235171,0.03532497100533763,0.10000507141080617,0.09999825317890282,1.9403981262024004e-08,0.20011796897402964,3.608958597116524e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,8.878920048333871e-10,0.03431565094021753,0.10000507263903036,0.09999824816235171,0.0353251501058753,0.10000507319795808,0.09999824816731238,3.0689428716389952e-09,5.706583499022844e-09,7.516962585547668e-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.0024460784660691225,0.10906809831442062,0.10997941759998903,0.002488434009872427,0.109067979808522,0.10997933207517117,6.962521302429558e-06,7.488162031437434e-06,7.496144000547133e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.0024460784660691225,0.10906809831442062,0.10997941759998903,0.002499169845388485,0.10906798841338451,0.10997934185700112,6.074932774165764e-06,6.494336755111561e-06,6.50139244629545e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.0024460784660691225,0.10906809831442062,0.10997941759998903,0.0025114087467732766,0.10906797396197976,0.10997932770346844,7.322928009731471e-06,7.782390484058419e-06,7.791159235033896e-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.0034976080110203666,0.0024460784660691225,0.10906809831442062,0.10997941759998903,0.0036792064055547243,0.10906809831442828,0.10997941770131575,1.9192242150281365e-08,0.4287136069630564,2.1399282885977923e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.003889907751739177,0.0024460784660691225,0.10906809831442062,0.10997941759998903,0.00369265820871382,0.10906809842557265,0.10997941759998965,1.879940165592399e-08,2.0937187006158916e-08,0.4322349387247816,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.0035012656796204475,0.0024460784660691225,0.10906809831442062,0.10997941759998903,0.0038837182690857003,0.10906809831443039,0.10997941772612752,1.5465416281510414e-08,0.4288226706234215,1.776311837890157e-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.0038936655935598577,0.0024460784660691225,0.10906809831442062,0.10997941759998903,0.003898901331611387,0.10906809846508775,0.1099794176000446,1.6802012036561718e-08,1.926583412899156e-08,0.43234606024247496,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.019245803097168168,0.1009032220233622,0.1009734739832322,0.019500188558090704,0.10090329008538144,0.10097353915173665,6.440453563275159e-07,9.03495818761293e-07,9.038985800242927e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.019245803097168168,0.1009032220233622,0.1009734739832322,0.01949340531182565,0.1009032996300068,0.100973552031828,6.628276871517547e-07,9.724682867159592e-07,9.728935270126053e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.019245803097168168,0.1009032220233622,0.1009734739832322,0.019552915582689834,0.10090328761424587,0.10097353676626925,6.213123980837448e-07,8.159178962930313e-07,8.163352950438848e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
3,0.00018164198388678928,0.019245803097168168,0.1009032220233622,0.1009734739832322,0.02022130069663452,0.10090322202344652,0.1009734736542573,3.0880132805131755e-09,0.2020088897398575,4.679644360989137e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,0,1,1,1
4,0.00019583823436782123,0.019245803097168168,0.1009032220233622,0.1009734739832322,0.020263524915347973,0.10090322166853039,0.10097347398330037,3.2310795084559082e-09,4.8910537506307115e-09,0.20215028255771889,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,1,0
5,0.00018164132266592416,0.019245803097168168,0.1009032220233622,0.1009734739832322,0.020387915384842366,0.10090322202252856,0.10097347354622749,3.5446014849068047e-09,0.20200904109175843,5.693183524551234e-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,0,1,1
6,0.00019583827031389908,0.019245803097168168,0.1009032220233622,0.1009734739832322,0.020439866827820178,0.10090322208938514,0.10097347398324233,6.918664491681824e-10,1.1057712374930649e-09,0.2021492315164371,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,1,1,1,0,1
0,0.0,0.02110204855870427,0.10000387092815098,0.10000452094896277,0.0213563480615214,0.10000393342686345,0.10000458341867814,5.583252614240392e-07,7.874710854537803e-07,7.874745361542799e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,0,1,1,1,1,1,1
1,0.0,0.02110204855870427,0.10000387092815098,0.10000452094896277,0.021345396113805634,0.10000394618587426,0.1000045962049475,5.864222728184306e-07,8.766760651046548e-07,8.766798354333915e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,0,1,1,1,1,1
2,0.0,0.02110204855870427,0.10000387092815098,0.10000452094896277,0.021412246757189817,0.10000393145085193,0.10000458144331473,5.421200608904701e-07,7.126063914445488e-07,7.126100202404573e-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1,1,0,1,1,1,1
